STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,size,practice,operations,acres,total_ops,total_acres,ops_adopt,acres_adopt
35,NM,NEW MEXICO,FARM AREA: (500 TO 999 ACRES),No Till,29,21146,1764,1266571,0.016439909297052153,0.01669547147376657
35,NM,NEW MEXICO,FARM AREA: (500 TO 999 ACRES),No Till,29,21146,1764,1266571,0.016439909297052153,0.01669547147376657
36,NY,NEW YORK,FARM AREA: (500 TO 999 ACRES),No Till,106,72694,1738,1167833,0.06098964326812428,0.0622469137282471
36,NY,NEW YORK,FARM AREA: (500 TO 999 ACRES),No Till,106,72694,1738,1167833,0.06098964326812428,0.0622469137282471
37,NC,NORTH CAROLINA,FARM AREA: (500 TO 999 ACRES),No Till,551,379348,1762,1190048,0.31271282633371167,0.3187669741052462
37,NC,NORTH CAROLINA,FARM AREA: (500 TO 999 ACRES),No Till,551,379348,1762,1190048,0.31271282633371167,0.3187669741052462
38,ND,NORTH DAKOTA,FARM AREA: (500 TO 999 ACRES),No Till,920,656729,3184,2295462,0.2889447236180904,0.28609883326319496
38,ND,NORTH DAKOTA,FARM AREA: (500 TO 999 ACRES),No Till,920,656729,3184,2295462,0.2889447236180904,0.28609883326319496
39,OH,OHIO,FARM AREA: (500 TO 999 ACRES),No Till,1474,1006172,3955,2728843,0.372692793931732,0.36871743812304336
39,OH,OHIO,FARM AREA: (500 TO 999 ACRES),No Till,1474,1006172,3955,2728843,0.372692793931732,0.36871743812304336
40,OK,OKLAHOMA,FARM AREA: (500 TO 999 ACRES),No Till,462,333296,6575,4608770,0.0702661596958175,0.07231777676039378
40,OK,OKLAHOMA,FARM AREA: (500 TO 999 ACRES),No Till,462,333296,6575,4608770,0.0702661596958175,0.07231777676039378
41,OR,OREGON,FARM AREA: (500 TO 999 ACRES),No Till,78,55591,1288,902084,0.06055900621118013,0.06162508147799983
41,OR,OREGON,FARM AREA: (500 TO 999 ACRES),No Till,78,55591,1288,902084,0.06055900621118013,0.06162508147799983
42,PA,PENNSYLVANIA,FARM AREA: (500 TO 999 ACRES),No Till,435,299156,1790,1196720,0.2430167597765363,0.24997994518350158
42,PA,PENNSYLVANIA,FARM AREA: (500 TO 999 ACRES),No Till,435,299156,1790,1196720,0.2430167597765363,0.24997994518350158
45,SC,SOUTH CAROLINA,FARM AREA: (500 TO 999 ACRES),No Till,141,99134,1028,693122,0.13715953307392997,0.14302532598878698
45,SC,SOUTH CAROLINA,FARM AREA: (500 TO 999 ACRES),No Till,141,99134,1028,693122,0.13715953307392997,0.14302532598878698
46,SD,SOUTH DAKOTA,FARM AREA: (500 TO 999 ACRES),No Till,1400,988920,3713,2673226,0.37705359547535683,0.3699350522552152
46,SD,SOUTH DAKOTA,FARM AREA: (500 TO 999 ACRES),No Till,1400,988920,3713,2673226,0.37705359547535683,0.3699350522552152
47,TN,TENNESSEE,FARM AREA: (500 TO 999 ACRES),No Till,495,351776,2408,1633034,0.20556478405315615,0.21541253886936831
47,TN,TENNESSEE,FARM AREA: (500 TO 999 ACRES),No Till,495,351776,2408,1633034,0.20556478405315615,0.21541253886936831
48,TX,TEXAS,FARM AREA: (500 TO 999 ACRES),No Till,369,255260,15024,10422280,0.02456070287539936,0.02449176187935845
48,TX,TEXAS,FARM AREA: (500 TO 999 ACRES),No Till,369,255260,15024,10422280,0.02456070287539936,0.02449176187935845
49,UT,UTAH,FARM AREA: (500 TO 999 ACRES),No Till,24,18486,784,542457,0.030612244897959183,0.03407827717219982
49,UT,UTAH,FARM AREA: (500 TO 999 ACRES),No Till,24,18486,784,542457,0.030612244897959183,0.03407827717219982
50,VT,VERMONT,FARM AREA: (500 TO 999 ACRES),No Till,8,5594,323,214469,0.02476780185758514,0.026083023653768144
50,VT,VERMONT,FARM AREA: (500 TO 999 ACRES),No Till,8,5594,323,214469,0.02476780185758514,0.026083023653768144
51,VA,VIRGINIA,FARM AREA: (500 TO 999 ACRES),No Till,295,202987,2127,1448611,0.1386929948283968,0.14012526482264734
51,VA,VIRGINIA,FARM AREA: (500 TO 999 ACRES),No Till,295,202987,2127,1448611,0.1386929948283968,0.14012526482264734
53,WA,WASHINGTON,FARM AREA: (500 TO 999 ACRES),No Till,128,91171,1235,851221,0.10364372469635627,0.10710614517264025
53,WA,WASHINGTON,FARM AREA: (500 TO 999 ACRES),No Till,128,91171,1235,851221,0.10364372469635627,0.10710614517264025
54,WV,WEST VIRGINIA,FARM AREA: (500 TO 999 ACRES),No Till,13,9681,988,654564,0.013157894736842105,0.014789997616734192
54,WV,WEST VIRGINIA,FARM AREA: (500 TO 999 ACRES),No Till,13,9681,988,654564,0.013157894736842105,0.014789997616734192
55,WI,WISCONSIN,FARM AREA: (500 TO 999 ACRES),No Till,577,388484,4180,2842716,0.1380382775119617,0.1366594482178311
55,WI,WISCONSIN,FARM AREA: (500 TO 999 ACRES),No Till,577,388484,4180,2842716,0.1380382775119617,0.1366594482178311
56,WY,WYOMING,FARM AREA: (500 TO 999 ACRES),No Till,26,18880,943,660783,0.027571580063626724,0.0285721636301176
56,WY,WYOMING,FARM AREA: (500 TO 999 ACRES),No Till,26,18880,943,660783,0.027571580063626724,0.0285721636301176
1,AL,ALABAMA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,152,202452,1140,1560161,0.13333333333333333,0.12976353081508896
4,AZ,ARIZONA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,2,NA,808,1160132,0.0024752475247524753,NA
5,AR,ARKANSAS,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,175,233379,1597,2179980,0.10958046336881654,0.1070555693171497
6,CA,CALIFORNIA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,34,43164,2061,2820143,0.016496846191169336,0.015305606843340923
8,CO,COLORADO,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,271,386894,2171,3059667,0.12482726853984338,0.12644970841598122
9,CT,CONNECTICUT,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,4,6001,27,34170,0.14814814814814814,0.17562189054726368
10,DE,DELAWARE,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,50,69513,107,138386,0.4672897196261682,0.5023123726388508
12,FL,FLORIDA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,21,29439,738,1012809,0.028455284552845527,0.029066684833961784
13,GA,GEORGIA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,164,199979,1498,2037166,0.10947930574098798,0.0981652943353659
16,ID,IDAHO,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,69,96978,1160,1590115,0.059482758620689656,0.06098804174540835
17,IL,ILLINOIS,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,1134,1510117,5155,7060718,0.21998060135790495,0.21387584095555154
18,IN,INDIANA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,909,1210067,2585,3554387,0.3516441005802708,0.3404432325461465
19,IA,IOWA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,1358,1802438,6525,8699160,0.20812260536398466,0.20719678681619835
20,KS,KANSAS,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,1862,2640073,5375,7521548,0.3464186046511628,0.35100128324648067
21,KY,KENTUCKY,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,377,512597,1199,1586185,0.31442869057547956,0.32316343932139063
22,LA,LOUISIANA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,110,147609,1114,1532943,0.09874326750448834,0.09629125153381436
23,ME,MAINE,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,2,NA,115,156619,0.017391304347826087,NA
24,MD,MARYLAND,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,146,190307,269,355918,0.5427509293680297,0.5346933844312454
26,MI,MICHIGAN,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,199,266461,1504,2029547,0.13231382978723405,0.1312908742689871
27,MN,MINNESOTA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,155,208595,4182,5720340,0.03706360593017695,0.03646548981354255
28,MS,MISSISSIPPI,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,121,165759,1273,1738804,0.09505106048703849,0.09532931831304736
29,MO,MISSOURI,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,867,1175638,3603,4892877,0.24063280599500417,0.24027540442974551
30,MT,MONTANA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,686,991048,2246,3165670,0.3054318788958148,0.3130610581646223
31,NE,NEBRASKA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,2088,2871833,5541,7722321,0.37682728749323224,0.37188728621874173
32,NV,NEVADA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,3,3113,167,229368,0.017964071856287425,0.01357207631404555
34,NJ,NEW JERSEY,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,7,8463,88,120871,0.07954545454545454,0.07001679476466646
35,NM,NEW MEXICO,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,16,23894,1696,2399536,0.009433962264150943,0.009957758499976661
36,NY,NEW YORK,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,46,59316,717,973967,0.06415620641562064,0.06090144737963401
37,NC,NORTH CAROLINA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,317,429864,1146,1542849,0.2766143106457243,0.27861702603430405
38,ND,NORTH DAKOTA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,998,1408052,3837,5541347,0.26009903570497783,0.2540992289419883
39,OH,OHIO,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,656,879278,1958,2631900,0.3350357507660878,0.3340848816444394
40,OK,OKLAHOMA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,380,540337,4428,6098258,0.08581752484191509,0.08860513936930842
41,OR,OREGON,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,85,116330,846,1178084,0.10047281323877069,0.09874508099592219
42,PA,PENNSYLVANIA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,122,164012,577,745038,0.21143847487001732,0.2201391069985692
45,SC,SOUTH CAROLINA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,162,219218,579,797966,0.27979274611398963,0.27472097808678564
46,SD,SOUTH DAKOTA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,1057,1460167,3757,5280193,0.28134149587436785,0.27653667204967697
47,TN,TENNESSEE,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,413,596729,992,1353486,0.4163306451612903,0.4408830235406942
48,TX,TEXAS,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,397,554389,9463,13049936,0.041952869069005604,0.04248212405026354
49,UT,UTAH,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,5,6968,574,782748,0.008710801393728223,0.008901971004716716
50,VT,VERMONT,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,2,NA,113,151132,0.017699115044247787,NA
51,VA,VIRGINIA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,203,268372,966,1306951,0.21014492753623187,0.20534205184433083
53,WA,WASHINGTON,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,162,232424,996,1374960,0.16265060240963855,0.16904055390702274
54,WV,WEST VIRGINIA,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,6,NA,272,362589,0.022058823529411766,NA
55,WI,WISCONSIN,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,265,366241,1619,2181784,0.16368128474366894,0.1678630881883816
56,WY,WYOMING,"FARM AREA: (1,000 TO 1,999 ACRES)",No Till,30,38075,780,1110862,0.038461538461538464,0.03427518449636408
1,AL,ALABAMA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,75,254411,558,NA,0.13440860215053763,NA
4,AZ,ARIZONA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,7,28019,1293,NA,0.005413766434648105,NA
5,AR,ARKANSAS,"FARM AREA: (2,000 OR MORE ACRES)",No Till,129,412072,1464,NA,0.08811475409836066,NA
6,CA,CALIFORNIA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,13,53160,2394,NA,0.005430242272347535,NA
8,CO,COLORADO,"FARM AREA: (2,000 OR MORE ACRES)",No Till,429,2112285,3614,NA,0.11870503597122302,NA
10,DE,DELAWARE,"FARM AREA: (2,000 OR MORE ACRES)",No Till,12,36061,51,NA,0.23529411764705882,NA
12,FL,FLORIDA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,13,112808,803,NA,0.0161892901618929,NA
13,GA,GEORGIA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,47,153224,755,NA,0.06225165562913907,NA
16,ID,IDAHO,"FARM AREA: (2,000 OR MORE ACRES)",No Till,73,281605,1273,NA,0.05734485467399843,NA
17,IL,ILLINOIS,"FARM AREA: (2,000 OR MORE ACRES)",No Till,347,1012559,2658,NA,0.13054928517682468,NA
18,IN,INDIANA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,340,1049287,1452,NA,0.23415977961432508,NA
19,IA,IOWA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,388,1226036,1892,NA,0.20507399577167018,NA
20,KS,KANSAS,"FARM AREA: (2,000 OR MORE ACRES)",No Till,1481,5294931,6447,NA,0.2297192492632232,NA
21,KY,KENTUCKY,"FARM AREA: (2,000 OR MORE ACRES)",No Till,257,892457,668,NA,0.3847305389221557,NA
22,LA,LOUISIANA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,36,102013,959,NA,0.03753910323253389,NA
24,MD,MARYLAND,"FARM AREA: (2,000 OR MORE ACRES)",No Till,63,186696,133,NA,0.47368421052631576,NA
26,MI,MICHIGAN,"FARM AREA: (2,000 OR MORE ACRES)",No Till,54,192518,656,NA,0.08231707317073171,NA
27,MN,MINNESOTA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,46,125676,2245,NA,0.020489977728285078,NA
28,MS,MISSISSIPPI,"FARM AREA: (2,000 OR MORE ACRES)",No Till,67,215446,964,NA,0.06950207468879668,NA
29,MO,MISSOURI,"FARM AREA: (2,000 OR MORE ACRES)",No Till,368,1249388,2290,NA,0.16069868995633188,NA
30,MT,MONTANA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,1436,6503053,6338,NA,0.22656989586620385,NA
31,NE,NEBRASKA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,1024,3199740,5472,NA,0.1871345029239766,NA
34,NJ,NEW JERSEY,"FARM AREA: (2,000 OR MORE ACRES)",No Till,4,8708,25,NA,0.16,NA
35,NM,NEW MEXICO,"FARM AREA: (2,000 OR MORE ACRES)",No Till,16,55798,2869,NA,0.0055768560474032764,NA
36,NY,NEW YORK,"FARM AREA: (2,000 OR MORE ACRES)",No Till,9,33444,390,NA,0.023076923076923078,NA
37,NC,NORTH CAROLINA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,158,540966,604,NA,0.26158940397350994,NA
38,ND,NORTH DAKOTA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,1313,5252720,6721,NA,0.195357833655706,NA
39,OH,OHIO,"FARM AREA: (2,000 OR MORE ACRES)",No Till,167,505160,781,NA,0.21382842509603073,NA
40,OK,OKLAHOMA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,247,806392,3637,NA,0.06791311520483916,NA
41,OR,OREGON,"FARM AREA: (2,000 OR MORE ACRES)",No Till,182,731797,1499,NA,0.12141427618412275,NA
42,PA,PENNSYLVANIA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,50,149986,168,NA,0.2976190476190476,NA
45,SC,SOUTH CAROLINA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,59,161775,362,NA,0.16298342541436464,NA
46,SD,SOUTH DAKOTA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,1100,4446471,5847,NA,0.18813066529844363,NA
47,TN,TENNESSEE,"FARM AREA: (2,000 OR MORE ACRES)",No Till,318,1027338,593,NA,0.5362563237774031,NA
48,TX,TEXAS,"FARM AREA: (2,000 OR MORE ACRES)",No Till,304,1202815,11037,NA,0.027543716589652985,NA
49,UT,UTAH,"FARM AREA: (2,000 OR MORE ACRES)",No Till,5,18501,689,NA,0.00725689404934688,NA
50,VT,VERMONT,"FARM AREA: (2,000 OR MORE ACRES)",No Till,1,NA,41,NA,0.024390243902439025,NA
51,VA,VIRGINIA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,67,195700,374,NA,0.17914438502673796,NA
53,WA,WASHINGTON,"FARM AREA: (2,000 OR MORE ACRES)",No Till,206,739384,1592,NA,0.12939698492462312,NA
54,WV,WEST VIRGINIA,"FARM AREA: (2,000 OR MORE ACRES)",No Till,2,NA,89,NA,0.02247191011235955,NA
55,WI,WISCONSIN,"FARM AREA: (2,000 OR MORE ACRES)",No Till,65,195134,721,NA,0.09015256588072122,NA
56,WY,WYOMING,"FARM AREA: (2,000 OR MORE ACRES)",No Till,18,52639,2202,NA,0.008174386920980926,NA
1,AL,ALABAMA,All Farms,Reduced Till,1290,413298,40592,8580940,0.03177966101694915,0.04816465328973283
1,AL,ALABAMA,All Farms,Reduced Till,1290,413298,40592,8580940,0.03177966101694915,0.04816465328973283
2,AK,ALASKA,All Farms,Reduced Till,77,7088,990,849753,0.07777777777777778,0.008341247397773236
2,AK,ALASKA,All Farms,Reduced Till,77,7088,990,849753,0.07777777777777778,0.008341247397773236
4,AZ,ARIZONA,All Farms,Reduced Till,377,172660,19086,26125819,0.019752698312899507,0.0066087880345492706
4,AZ,ARIZONA,All Farms,Reduced Till,377,172660,19086,26125819,0.019752698312899507,0.0066087880345492706
5,AR,ARKANSAS,All Farms,Reduced Till,2156,2172603,42625,13888929,0.05058064516129032,0.15642696423892727
5,AR,ARKANSAS,All Farms,Reduced Till,2156,2172603,42625,13888929,0.05058064516129032,0.15642696423892727
6,CA,CALIFORNIA,All Farms,Reduced Till,2760,763991,70521,24522801,0.039137278257540306,0.03115431226636794
6,CA,CALIFORNIA,All Farms,Reduced Till,2760,763991,70521,24522801,0.039137278257540306,0.03115431226636794
8,CO,COLORADO,All Farms,Reduced Till,3083,2613722,38893,31820957,0.07926876301648111,0.08213838446153583
8,CO,COLORADO,All Farms,Reduced Till,3083,2613722,38893,31820957,0.07926876301648111,0.08213838446153583
9,CT,CONNECTICUT,All Farms,Reduced Till,341,8479,5521,381539,0.06176417315703677,0.02222315412054862
9,CT,CONNECTICUT,All Farms,Reduced Till,341,8479,5521,381539,0.06176417315703677,0.02222315412054862
10,DE,DELAWARE,All Farms,Reduced Till,373,109487,2302,525324,0.16203301476976542,0.20841804296015412
10,DE,DELAWARE,All Farms,Reduced Till,373,109487,2302,525324,0.16203301476976542,0.20841804296015412
12,FL,FLORIDA,All Farms,Reduced Till,870,189212,47590,9731731,0.018281151502416475,0.019442789777070493
12,FL,FLORIDA,All Farms,Reduced Till,870,189212,47590,9731731,0.018281151502416475,0.019442789777070493
13,GA,GEORGIA,All Farms,Reduced Till,2435,1045149,42439,9953730,0.057376469756591816,0.10500073841665386
13,GA,GEORGIA,All Farms,Reduced Till,2435,1045149,42439,9953730,0.057376469756591816,0.10500073841665386
15,HI,HAWAII,All Farms,Reduced Till,206,3494,7328,1135352,0.028111353711790393,0.0030774596777034787
15,HI,HAWAII,All Farms,Reduced Till,206,3494,7328,1135352,0.028111353711790393,0.0030774596777034787
16,ID,IDAHO,All Farms,Reduced Till,1848,979587,24996,11691912,0.07393182909265482,0.08378330250860595
16,ID,IDAHO,All Farms,Reduced Till,1848,979587,24996,11691912,0.07393182909265482,0.08378330250860595
17,IL,ILLINOIS,All Farms,Reduced Till,21268,9454154,72651,27006288,0.29274201318632914,0.35007232389730863
17,IL,ILLINOIS,All Farms,Reduced Till,21268,9454154,72651,27006288,0.29274201318632914,0.35007232389730863
18,IN,INDIANA,All Farms,Reduced Till,10951,4063245,56649,14969996,0.1933132094123462,0.2714259242287039
18,IN,INDIANA,All Farms,Reduced Till,10951,4063245,56649,14969996,0.1933132094123462,0.2714259242287039
19,IA,IOWA,All Farms,Reduced Till,26532,10132599,86104,30563878,0.3081389947040788,0.3315220339513199
19,IA,IOWA,All Farms,Reduced Till,26532,10132599,86104,30563878,0.3081389947040788,0.3315220339513199
20,KS,KANSAS,All Farms,Reduced Till,10338,7746948,58569,45759319,0.17650975772166164,0.16929771179505534
20,KS,KANSAS,All Farms,Reduced Till,10338,7746948,58569,45759319,0.17650975772166164,0.16929771179505534
21,KY,KENTUCKY,All Farms,Reduced Till,2915,669980,75966,12961784,0.03837242977121344,0.05168887245768021
21,KY,KENTUCKY,All Farms,Reduced Till,2915,669980,75966,12961784,0.03837242977121344,0.05168887245768021
22,LA,LOUISIANA,All Farms,Reduced Till,1601,1352036,27386,7997511,0.05846052727671073,0.1690570978895809
22,LA,LOUISIANA,All Farms,Reduced Till,1601,1352036,27386,7997511,0.05846052727671073,0.1690570978895809
23,ME,MAINE,All Farms,Reduced Till,449,31953,7600,1307613,0.05907894736842105,0.02443612903817873
23,ME,MAINE,All Farms,Reduced Till,449,31953,7600,1307613,0.05907894736842105,0.02443612903817873
24,MD,MARYLAND,All Farms,Reduced Till,1166,192692,12429,1990122,0.09381285702791858,0.0968242147968818
24,MD,MARYLAND,All Farms,Reduced Till,1166,192692,12429,1990122,0.09381285702791858,0.0968242147968818
25,MA,MASSACHUSETTS,All Farms,Reduced Till,349,10481,7241,491653,0.04819776273995305,0.02131788070041269
25,MA,MASSACHUSETTS,All Farms,Reduced Till,349,10481,7241,491653,0.04819776273995305,0.02131788070041269
26,MI,MICHIGAN,All Farms,Reduced Till,7720,2297131,47641,9764090,0.1620452971180286,0.23526319400988724
26,MI,MICHIGAN,All Farms,Reduced Till,7720,2297131,47641,9764090,0.1620452971180286,0.23526319400988724
27,MN,MINNESOTA,All Farms,Reduced Till,16704,8214896,68822,25516982,0.2427130859318241,0.3219383859737017
27,MN,MINNESOTA,All Farms,Reduced Till,16704,8214896,68822,25516982,0.2427130859318241,0.3219383859737017
28,MS,MISSISSIPPI,All Farms,Reduced Till,1957,1364356,34988,10415136,0.05593346290156625,0.1309974252856612
28,MS,MISSISSIPPI,All Farms,Reduced Till,1957,1364356,34988,10415136,0.05593346290156625,0.1309974252856612
29,MO,MISSOURI,All Farms,Reduced Till,8763,3494287,95320,27781883,0.09193243810323122,0.12577574385436724
29,MO,MISSOURI,All Farms,Reduced Till,8763,3494287,95320,27781883,0.09193243810323122,0.12577574385436724
30,MT,MONTANA,All Farms,Reduced Till,1985,1934271,27048,58122878,0.07338805087252293,0.03327899557898699
30,MT,MONTANA,All Farms,Reduced Till,1985,1934271,27048,58122878,0.07338805087252293,0.03327899557898699
31,NE,NEBRASKA,All Farms,Reduced Till,11282,5950801,46332,44986821,0.24350341017007684,0.1322787622623968
31,NE,NEBRASKA,All Farms,Reduced Till,11282,5950801,46332,44986821,0.24350341017007684,0.1322787622623968
32,NV,NEVADA,All Farms,Reduced Till,140,25288,3423,6128153,0.0408997955010225,0.004126528825243104
32,NV,NEVADA,All Farms,Reduced Till,140,25288,3423,6128153,0.0408997955010225,0.004126528825243104
33,NH,NEW HAMPSHIRE,All Farms,Reduced Till,188,5535,4123,425393,0.04559786563182149,0.013011497603392628
33,NH,NEW HAMPSHIRE,All Farms,Reduced Till,188,5535,4123,425393,0.04559786563182149,0.013011497603392628
34,NJ,NEW JERSEY,All Farms,Reduced Till,693,69579,9883,734084,0.07012040878275827,0.0947834307790389
34,NJ,NEW JERSEY,All Farms,Reduced Till,693,69579,9883,734084,0.07012040878275827,0.0947834307790389
35,NM,NEW MEXICO,All Farms,Reduced Till,868,218922,25044,40659836,0.03465900015971889,0.005384232243337135
35,NM,NEW MEXICO,All Farms,Reduced Till,868,218922,25044,40659836,0.03465900015971889,0.005384232243337135
36,NY,NEW YORK,All Farms,Reduced Till,3759,778919,33438,6866171,0.11241701058675758,0.11344299464723498
36,NY,NEW YORK,All Farms,Reduced Till,3759,778919,33438,6866171,0.11241701058675758,0.11344299464723498
37,NC,NORTH CAROLINA,All Farms,Reduced Till,2674,720784,46418,8430522,0.05760696281614891,0.0854969597374872
37,NC,NORTH CAROLINA,All Farms,Reduced Till,2674,720784,46418,8430522,0.05760696281614891,0.0854969597374872
38,ND,NORTH DAKOTA,All Farms,Reduced Till,6148,9052235,26364,39341591,0.23319678349264147,0.2300932618612196
38,ND,NORTH DAKOTA,All Farms,Reduced Till,6148,9052235,26364,39341591,0.23319678349264147,0.2300932618612196
39,OH,OHIO,All Farms,Reduced Till,12754,3104619,77805,13965295,0.16392262708052183,0.2223095895933455
39,OH,OHIO,All Farms,Reduced Till,12754,3104619,77805,13965295,0.16392262708052183,0.2223095895933455
40,OK,OKLAHOMA,All Farms,Reduced Till,3437,1532623,78531,34156290,0.04376615604028982,0.0448708861530336
40,OK,OKLAHOMA,All Farms,Reduced Till,3437,1532623,78531,34156290,0.04376615604028982,0.0448708861530336
41,OR,OREGON,All Farms,Reduced Till,1577,741188,37616,15962322,0.04192364951084645,0.046433595312762144
41,OR,OREGON,All Farms,Reduced Till,1577,741188,37616,15962322,0.04192364951084645,0.046433595312762144
42,PA,PENNSYLVANIA,All Farms,Reduced Till,6974,487115,53157,7278668,0.1311962676599507,0.06692364591983038
42,PA,PENNSYLVANIA,All Farms,Reduced Till,6974,487115,53157,7278668,0.1311962676599507,0.06692364591983038
44,RI,RHODE ISLAND,All Farms,Reduced Till,54,644,1043,56864,0.05177372962607862,0.011325267304445694
44,RI,RHODE ISLAND,All Farms,Reduced Till,54,644,1043,56864,0.05177372962607862,0.011325267304445694
45,SC,SOUTH CAROLINA,All Farms,Reduced Till,1497,467777,24791,4744913,0.060384817070711146,0.09858494771137005
45,SC,SOUTH CAROLINA,All Farms,Reduced Till,1497,467777,24791,4744913,0.060384817070711146,0.09858494771137005
46,SD,SOUTH DAKOTA,All Farms,Reduced Till,6185,4300330,29968,43243742,0.20638681260010677,0.09944398428794622
46,SD,SOUTH DAKOTA,All Farms,Reduced Till,6185,4300330,29968,43243742,0.20638681260010677,0.09944398428794622
47,TN,TENNESSEE,All Farms,Reduced Till,2198,384849,69983,10874238,0.03140762756669477,0.03539089359640648
47,TN,TENNESSEE,All Farms,Reduced Till,2198,384849,69983,10874238,0.03140762756669477,0.03539089359640648
48,TX,TEXAS,All Farms,Reduced Till,7008,4952395,248416,127036184,0.028210743269354632,0.03898412912025128
48,TX,TEXAS,All Farms,Reduced Till,7008,4952395,248416,127036184,0.028210743269354632,0.03898412912025128
49,UT,UTAH,All Farms,Reduced Till,783,135486,18409,10811604,0.04253354337552284,0.012531535561235872
49,UT,UTAH,All Farms,Reduced Till,783,135486,18409,10811604,0.04253354337552284,0.012531535561235872
50,VT,VERMONT,All Farms,Reduced Till,446,33840,6808,1193437,0.0655111633372503,0.0283550786509887
50,VT,VERMONT,All Farms,Reduced Till,446,33840,6808,1193437,0.0655111633372503,0.0283550786509887
51,VA,VIRGINIA,All Farms,Reduced Till,1676,237949,43225,7797979,0.03877385772122614,0.03051418835572653
51,VA,VIRGINIA,All Farms,Reduced Till,1676,237949,43225,7797979,0.03877385772122614,0.03051418835572653
53,WA,WASHINGTON,All Farms,Reduced Till,2157,2081326,35793,14679857,0.06026317995138714,0.1417810813824685
53,WA,WASHINGTON,All Farms,Reduced Till,2157,2081326,35793,14679857,0.06026317995138714,0.1417810813824685
54,WV,WEST VIRGINIA,All Farms,Reduced Till,441,16102,23622,3662178,0.018669037338074675,0.00439683707345738
54,WV,WEST VIRGINIA,All Farms,Reduced Till,441,16102,23622,3662178,0.018669037338074675,0.00439683707345738
55,WI,WISCONSIN,All Farms,Reduced Till,15075,2836372,64793,14318630,0.23266402234809316,0.19808962170263497
55,WI,WISCONSIN,All Farms,Reduced Till,15075,2836372,64793,14318630,0.23266402234809316,0.19808962170263497
